Loan Amount,Funded Amount,Loan Term,Interest Rate,Loan Grade,Loan SubGrade,Employee Title,Employemen Length,Annual Income,Verification Status,Loan Issued Date,Loan Status,Loan Purpose,Title,Address State,Month since last Delinquency,Outstanding Principal,Total Payment,Total Recvd Principal,Total Recvd Interest,Total Recvd Late fees
5000,5000, 36 months,15.96%,C,C5,Jennings Bryan Insurance,2 years,100000,Source Verified,11-Nov,Fully Paid,home_improvement,Home Improvement Loan,NC,,0,6324.677008,5000,1324.68,0
25000,25000, 60 months,24.11%,G,G5,Ashbrook Simon-Hartley,4 years,145000,Verified,11-Dec,Fully Paid,credit_card,Credit Card Loan,TX,40,0,31602.40156,25000,6602.4,0
8000,8000, 36 months,8.90%,A,A5,grass pad inc,3 years,19200,Not Verified,11-Dec,Fully Paid,credit_card,paynow,MO,,0,9144.903087,8000,1144.9,0
17375,17375, 36 months,14.27%,C,C2,zashko inc.,3 years,48000,Verified,11-Dec,Fully Paid,home_improvement,Home Improvement Loan,TX,,0,21460.20219,17375,4085.2,0
2500,2500, 36 months,10.65%,B,B2,Walmart,3 years,15600,Verified,11-Dec,Fully Paid,moving,Moving Expenses,CA,,0,2998.17,2500,438.17,60
15800,15800, 60 months,18.25%,D,D5,CUBIC CORPORATION,4 years,83000,Verified,11-Dec,Fully Paid,debt_consolidation,CREDIT CARDS PAYOFF,CA,,0,24202.01014,15800,8402.01,0
6000,6000, 36 months,6.03%,A,A1,Michelin North America,10+ years,70000,Not Verified,11-Nov,Fully Paid,debt_consolidation,Debt consolidation,AL,,0,6285.59549,6000,285.6,0
35000,35000, 36 months,10.65%,B,B2,Jordan Physician Associates,7 years,365000,Source Verified,11-Dec,Fully Paid,house,New Home,MA,,0,41042.21023,35000,6042.21,0
15000,15000, 36 months,16.77%,D,D2,Sysco Denver,1 year,59000,Source Verified,11-Dec,Fully Paid,debt_consolidation,Debt consolidation,CO,17,0,19190.6704,15000,4190.67,0
18500,18500, 36 months,12.42%,B,B4,estes express lines,9 years,91000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,IL,73,0,21865.23564,18500,3365.24,0
35000,35000, 60 months,14.27%,C,C2,PricewaterhouseCoopers LLP,1 year,550000,Verified,11-Dec,Fully Paid,house,House Loan,VA,,0,42864.27784,35000,7864.28,0
6000,6000, 36 months,10.65%,B,B2,Deodat S Singh  CPA PC,< 1 year,40000,Source Verified,11-Dec,Fully Paid,debt_consolidation,5000,NY,48,0,6145.995192,6000,146,0
15000,15000, 36 months,10.65%,B,B2,"Larry Watson, MD",6 years,62000,Not Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,TX,,0,17593.35236,15000,2593.35,0
4800,4800, 36 months,12.42%,B,B4,Countryside Animal Hospital,10+ years,108000,Not Verified,11-Dec,Fully Paid,car,Car Loan,OH,27,0,5774.108741,4800,974.11,0
20000,20000, 36 months,12.42%,B,B4,,4 years,90000,Source Verified,11-Dec,Fully Paid,home_improvement,Blank Backyard Canvas; Need Resources,TX,41,0,22954.28797,20000,2954.29,0
29000,29000, 60 months,12.69%,B,B5,Rising Star Outreach,2 years,96000,Verified,11-Dec,Fully Paid,debt_consolidation,Lending Club,UT,,0,31624.04558,29000,2624.05,0
14125,14125, 60 months,15.27%,C,C4,jpmorgan chase,6 years,39500,Verified,11-Dec,Fully Paid,debt_consolidation,out of debt?,UT,35,0,15172.71674,14125,1047.72,0
5000,5000, 36 months,12.69%,B,B5,Target & Public Storage(2 jobs),2 years,33000,Source Verified,11-Dec,Fully Paid,moving,Moving loan,AZ,,0,6038.025461,5000,1038.03,0
10000,10000, 36 months,6.62%,A,A2,Population Council,8 years,70360,Not Verified,11-Dec,Fully Paid,credit_card,Credit Card Refinance Loan,NY,,0,10846.62928,10000,831.28,15.35
10000,10000, 36 months,6.03%,A,A1,ARAMARK,10+ years,120000,Not Verified,11-Dec,Fully Paid,small_business,Small Business Loan,PA,37,0,10956.77596,10000,956.78,0
13200,13200, 60 months,14.27%,C,C2,Connell Resources Inc,7 years,47000,Not Verified,11-Dec,Fully Paid,credit_card,Credit Card Loan,CO,,0,18539.28345,13200,5339.28,0
2400,2400, 36 months,11.71%,B,B3,MARION COUNTY FLEET DEPARTEMENT,< 1 year,30000,Source Verified,11-Nov,Fully Paid,debt_consolidation,Debt Consolidation Loan,FL,,0,2857.711024,2400,457.71,0
4000,4000, 36 months,7.90%,A,A4,AZZ,6 years,57500,Source Verified,11-Dec,Fully Paid,debt_consolidation,Credit Card Debt Freedom,MA,,0,4385.041393,4000,385.04,0
12000,12000, 36 months,6.03%,A,A1,Cadence bank,1 year,41053,Source Verified,11-Dec,Fully Paid,debt_consolidation,soccerplayer,AL,,0,13148.13786,12000,1148.14,0
4000,4000, 60 months,19.03%,E,E2,County of San Diego,7 years,54996,Source Verified,11-Dec,Fully Paid,debt_consolidation,Debt consolidation,CA,59,0,5455.079011,4000,1455.08,0
14000,14000, 36 months,11.71%,B,B3,,n/a,49150.8,Not Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,NY,12,0,16670.24494,14000,2670.24,0
15000,15000, 36 months,10.65%,B,B2,Wound Care Advantage,3 years,69000,Not Verified,11-Dec,Fully Paid,credit_card,Escape BofA ,CA,,0,17576.67208,15000,2576.67,0
10000,10000, 36 months,12.69%,B,B5,BEKINS A-1 MOVERS,10+ years,98000,Not Verified,11-Nov,Fully Paid,other,Other Loan,PA,,0,12076.12628,10000,2076.13,0
10075,10075, 36 months,16.29%,D,D1,western national group,3 years,56000,Verified,11-Dec,Fully Paid,debt_consolidation,paydude13,CA,65,0,11510.99313,10075,1435.99,0
22400,22400, 36 months,12.69%,B,B5,Cravath Swaine and Moore LLP,< 1 year,73000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation,NY,,0,26366.0324,22400,3966.03,0
20000,20000, 36 months,13.49%,C,C1,SJRMC,4 years,50000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Loan,NJ,,0,24407.3697,20000,4407.37,0
35000,35000, 60 months,17.27%,D,D3,The Falk Group,3 years,325000,Source Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation,NJ,,0,48612.77219,35000,13612.77,0
25000,25000, 60 months,17.58%,D,D4,People's United Bank,6 years,75000,Verified,11-Dec,Fully Paid,credit_card,My Loan,CT,26,0,34516.81678,25000,9516.82,0
27000,27000, 60 months,12.42%,B,B4,Martignetti Companies,7 years,150000,Verified,11-Dec,Fully Paid,credit_card,Finish off the Debt,MA,,0,36380.69152,27000,9380.69,0
35000,35000, 60 months,22.74%,G,G1,Capital One Bank,4 years,105000,Verified,11-Dec,Fully Paid,debt_consolidation,consolidation ,TX,24,0,37616.61423,35000,2616.61,0
15000,15000, 36 months,6.62%,A,A2,,8 years,80000,Source Verified,11-Dec,Fully Paid,other,acreage purchase,MO,,0,16161.56569,15000,1161.57,0
30000,30000, 60 months,13.49%,C,C1,United States Army,4 years,75000,Verified,11-Dec,Fully Paid,house,House Loan,AL,,0,30338.69,30000,338.69,0
21000,21000, 60 months,16.77%,D,D2,Strata-G,2 years,125000,Verified,11-Dec,Fully Paid,debt_consolidation,Credit Card Consolidation,OH,,0,30179.92004,21000,9179.92,0
22500,22500, 60 months,14.27%,C,C2,Florida house of representatives,10+ years,45000,Verified,11-Dec,Fully Paid,debt_consolidation,Rework,FL,,0,27616.43121,22500,5116.43,0
5000,5000, 36 months,7.51%,A,A3,Rotork,10+ years,45000,Not Verified,11-Dec,Fully Paid,major_purchase,Water Heater & new pipes,RI,,0,5599.9208,5000,599.92,0
9600,9600, 36 months,7.90%,A,A4,Amarillo Independent School District,9 years,54000,Source Verified,11-Dec,Fully Paid,small_business,Business,TX,,0,10813.89584,9600,1213.9,0
12000,12000, 60 months,14.27%,C,C2,Dime Savings Bank,7 years,33000,Source Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,NY,,0,16857.09781,12000,4857.1,0
4500,4500, 36 months,6.03%,A,A1,City of Orlando,10+ years,58947,Source Verified,11-Dec,Fully Paid,debt_consolidation,Refinance Debt at a Lower Rate,FL,,0,4817.063742,4500,317.06,0
3000,3000, 36 months,14.65%,C,C3,ArborMetrix,< 1 year,68000,Source Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,MI,60,0,3725.304919,3000,725.3,0
16100,16100, 60 months,20.89%,F,F1,City of Oklahoma City,6 years,55000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation,OK,,0,24132.10571,16100,8010.38,21.73000004
18200,18200, 36 months,18.25%,D,D5,Saia Motor Freight,10+ years,59800.55,Verified,11-Dec,Fully Paid,credit_card,Credit Card Loan,GA,36,0,23769.28178,18200,5569.28,0
15000,15000, 36 months,9.91%,B,B1,Complete Document Management,10+ years,55000,Not Verified,11-Dec,Fully Paid,debt_consolidation,debt consolidation,MI,,0,17362.17817,15000,2362.18,0
10000,10000, 36 months,6.62%,A,A2,Department of the Navy,2 years,98280,Source Verified,11-Dec,Fully Paid,credit_card,Credit Card Refinance - Excellent Credit,MD,,0,10650.1782,10000,650.18,0
8500,8500, 36 months,8.90%,A,A5,Wells Fargo,1 year,47000,Source Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,MD,,0,9609.554569,8500,1109.55,0
1800,1800, 36 months,11.71%,B,B3,perrigo,10+ years,49000,Not Verified,11-Nov,Fully Paid,medical,medpayment,MI,59,0,2143.300483,1800,343.3,0
14000,14000, 36 months,12.69%,B,B5,LP&D,9 years,45000,Not Verified,11-Nov,Fully Paid,credit_card,Let's work together to drop my rate,OR,,0,16771.8243,14000,2771.82,0
17200,17200, 36 months,17.58%,D,D4,Penske Truck Leasing,10+ years,95000,Source Verified,11-Dec,Fully Paid,debt_consolidation,Consolidation,TX,,0,22255.24515,17200,5055.25,0
6000,6000, 36 months,9.91%,B,B1,LA Fitness,1 year,45000,Not Verified,11-Nov,Fully Paid,debt_consolidation,Debt Consolidation,AZ,,0,6614.78722,6000,614.79,0
16675,16675, 60 months,11.71%,B,B3,Grande Ronde Hospital,7 years,72000,Not Verified,11-Dec,Fully Paid,car,Harley loan,OR,,0,17468.40321,16675,793.4,0
4000,4000, 36 months,16.29%,D,D1,LA County Department of Public Works ,10+ years,75000,Verified,11-Nov,Fully Paid,debt_consolidation,loan2011,CA,54,0,5044.35753,4000,1044.36,0
5250,5250, 60 months,17.58%,D,D4,Delta Air Lines ,10+ years,59000,Not Verified,11-Dec,Fully Paid,credit_card,Credit Card Pay Off,KY,70,0,7927.094134,5250,2677.09,0
2500,2500, 60 months,12.69%,B,B5,Autozone,1 year,33840,Not Verified,11-Nov,Fully Paid,car,1948 Chev,AZ,17,0,3384.38,2500,884.38,0
12875,12875, 60 months,11.71%,B,B3,Nodaway Holt R-11 School District,1 year,27000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation,MO,,0,14140.31163,12875,1265.31,0
7000,7000, 36 months,12.69%,B,B5,Town & Country Markets INC,10+ years,48000,Verified,11-Dec,Fully Paid,debt_consolidation,organize,WA,27,0,8453.250718,7000,1453.25,0
1500,1500, 36 months,14.65%,C,C3,University of Chicago Medical Center,5 years,92700,Not Verified,11-Nov,Fully Paid,debt_consolidation,End 2011 Credit Card Debt Free!,IL,41,0,1861.988669,1500,361.99,0
5300,5300, 36 months,8.90%,A,A5,,4 years,36000,Source Verified,11-Nov,Fully Paid,debt_consolidation,53 CC Debt Consolidation Loan,OH,,0,6058.472206,5300,758.47,0
12250,12250, 60 months,11.71%,B,B3,Imperial County Office of Education,10+ years,63996,Verified,11-Dec,Fully Paid,debt_consolidation,Hope/relief,CA,,0,16242.00776,12250,3992.01,0
4200,4200, 60 months,16.77%,D,D2,kohls,7 years,22088,Verified,11-Nov,Fully Paid,debt_consolidation,pay off,MN,,0,5716.54059,4200,1516.54,0
2400,2400, 36 months,12.69%,B,B5,Quality Home Staffing,< 1 year,57000,Not Verified,11-Nov,Fully Paid,other,Past due bills and tires,NC,18,0,2861.391713,2400,461.39,0
24250,24250, 60 months,19.03%,E,E2,UNITED STATES POSTAL SERVICE,10+ years,54257,Verified,11-Dec,Fully Paid,debt_consolidation,PAYING OFF BILLS,TX,45,0,37765.50995,24250,13515.51,0
12000,12000, 36 months,7.90%,A,A4,united health care,2 years,42000,Not Verified,11-Dec,Fully Paid,credit_card,cc payoff loan,NY,,0,13517.35861,12000,1517.36,0
10000,10000, 36 months,11.71%,B,B3,Sedgwick County,2 years,44959,Not Verified,11-Nov,Fully Paid,debt_consolidation,Consolidation,KS,,0,11841.29287,10000,1841.29,0
22000,22000, 60 months,18.25%,D,D5,The Pantry,5 years,92000,Verified,11-Dec,Fully Paid,other,Payoff,NC,21,0,33698.79592,22000,11698.8,0
20000,20000, 60 months,16.77%,D,D2,worcester county sheriff's office,6 years,60000,Verified,11-Dec,Fully Paid,debt_consolidation,freedom,MD,,0,23146.07891,20000,3146.08,0
7800,7800, 36 months,14.27%,C,C2,The Inn On Vineyard  LLC,3 years,36000,Source Verified,11-Nov,Fully Paid,major_purchase,Major Purchase Loan,HI,59,0,9633.93857,7800,1833.94,0
32000,32000, 60 months,20.89%,F,F1,Nypd,10+ years,100000,Verified,11-Dec,Fully Paid,car,Car Loan,NY,67,0,51823.65398,32000,19823.65,0
22950,22950, 36 months,13.49%,C,C1,Baltimore County Government,< 1 year,52000,Source Verified,11-Dec,Fully Paid,credit_card,Personal  Credit Refinance,MD,,0,28024.63502,22950,5074.64,0
1950,1950, 36 months,14.27%,C,C2,bonita unified,4 years,11340,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,CA,,0,2408.420079,1950,458.42,0
4650,4650, 36 months,6.62%,A,A2,Team Industries,1 year,37000,Source Verified,11-Dec,Fully Paid,credit_card,prosperity loan,MN,,0,5138.979992,4650,488.98,0
20000,20000, 60 months,19.91%,E,E4,MLB Advanced Media LP,6 years,136500,Verified,11-Dec,Fully Paid,home_improvement,Pool,AZ,23,0,31433.31,20000,11433.31,0
12000,12000, 36 months,13.49%,C,C1,Walmart,10+ years,200000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation,FL,,0,14460.17197,12000,2460.17,0
9450,9450, 36 months,16.77%,D,D2,Walmart,1 year,26000,Source Verified,11-Nov,Fully Paid,debt_consolidation,Debt Consolidation Loan,FL,,0,11199.04652,9450,1749.05,0
16000,16000, 36 months,7.90%,A,A4,MORE MAZDA,5 years,30000,Verified,11-Dec,Fully Paid,other,pay it off,AZ,58,0,18013.36111,16000,2013.36,0
16000,16000, 36 months,8.90%,A,A5,Whole Foods Market,8 years,42856,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,CA,,0,18289.80617,16000,2289.81,0
4800,4800, 36 months,10.65%,B,B2,brittany farms health center,3 years,24500,Not Verified,11-Dec,Fully Paid,car,Car Loan,CT,,0,5590.777422,4800,790.78,0
5000,5000, 36 months,10.65%,B,B2,Lattice semiconductor,10+ years,95000,Not Verified,11-Nov,Fully Paid,vacation,Vacation,CA,,0,5755.362216,5000,755.36,0
7100,7100, 36 months,7.90%,A,A4,Creative Communications,1 year,25000,Not Verified,11-Dec,Fully Paid,credit_card,Debt Reduction,AZ,,0,7904.499445,7100,804.5,0
6000,6000, 36 months,13.49%,C,C1,Colorado coalition for the homeless,2 years,30000,Not Verified,11-Nov,Fully Paid,credit_card,Credit card payoff,CO,28,0,7328.920003,6000,1328.92,0
9000,9000, 36 months,16.29%,D,D1,Sparkhound,3 years,84500,Not Verified,11-Nov,Fully Paid,debt_consolidation,Pay off high interest cards for good,LA,41,0,11288.7929,9000,2288.79,0
5000,5000, 36 months,12.42%,B,B4,Transportation Security Administration,4 years,48879,Not Verified,11-Nov,Fully Paid,debt_consolidation,Credit Card Payoff,CA,,0,6004.526529,5000,1004.53,0
10000,10000, 36 months,13.49%,C,C1,SRS ENTERPRISES,10+ years,60000,Verified,11-Nov,Fully Paid,other,daughters wedding,NY,4,0,12111.63583,10000,2111.64,0
25000,25000, 60 months,17.58%,D,D4,Northwestern Mutual ,1 year,50000,Verified,11-Dec,Fully Paid,small_business,Expansion of profitable business,AZ,,0,37416.53,25000,12416.53,0
15000,15000, 36 months,15.27%,C,C4,GA Department of Human Services,6 years,55000,Not Verified,11-Dec,Fully Paid,debt_consolidation,4 Debt payoff,GA,60,0,18508.50257,15000,3508.5,0
8400,8400, 36 months,18.64%,E,E1,Galena Park ISD,10+ years,36000,Source Verified,11-Nov,Fully Paid,debt_consolidation,2011 loan,TX,54,0,10684.5,8400,2284.5,0
25000,25000, 60 months,15.27%,C,C4,Clark County School District,10+ years,150000,Source Verified,11-Dec,Fully Paid,debt_consolidation,consolidation,NV,,0,35897.75741,25000,10897.76,0
6000,6000, 36 months,15.27%,C,C4,DMV,2 years,29000,Verified,11-Nov,Fully Paid,moving,Moving Loan,NY,11,0,6958.428933,6000,958.43,0
6000,6000, 36 months,6.62%,A,A2,Commerce Bank,4 years,53000,Verified,11-Nov,Fully Paid,credit_card,Credit Card Loan,MO,,0,6613.615679,6000,613.62,0
2500,2500, 36 months,14.65%,C,C3,us army national guard,n/a,33600,Source Verified,11-Nov,Fully Paid,debt_consolidation,credit card consolidation,CA,16,0,2888.805774,2500,388.81,0
12000,12000, 36 months,6.62%,A,A2,Palm Springs Aerial Tramway,7 years,80000,Source Verified,11-Dec,Fully Paid,renewable_energy,Solar panel loan,CA,,0,13257.90402,12000,1257.9,0
1500,1500, 36 months,12.42%,B,B4,The Cydio Group,< 1 year,63000,Source Verified,11-Nov,Fully Paid,other,Personal Loan,CA,,0,1683.472312,1500,183.47,0
24000,24000, 60 months,12.69%,B,B5,Spiro Moss LLP,2 years,180000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,CA,,0,32526.77005,24000,8526.77,0
7200,7200, 36 months,11.71%,B,B3,,9 years,105000,Source Verified,11-Dec,Fully Paid,credit_card,CC Payoff,SC,2,0,7772.002534,7200,572,0
4400,4400, 36 months,7.90%,A,A4,Family Services,4 years,95000,Not Verified,11-Dec,Fully Paid,debt_consolidation,Consolidate,NJ,29,0,4956.363334,4400,556.36,0
23000,23000, 36 months,6.62%,A,A2,San Diego County,10+ years,120000,Source Verified,11-Dec,Fully Paid,debt_consolidation,LetsGetOuttaDebtFaster,CA,,0,25422.60132,23000,2422.6,0
2000,2000, 36 months,13.49%,C,C1,Sheboygan Area School District,10+ years,70000,Source Verified,11-Nov,Fully Paid,home_improvement,Kitchen/Bathroom ,WI,,0,2442.918987,2000,442.92,0
12000,12000, 36 months,12.69%,B,B5,Wells Fargo,1 year,80000,Not Verified,11-Dec,Fully Paid,credit_card,Credit Card Refinancing & Consolidation,NC,50,0,14491.35152,12000,2491.35,0
3000,3000, 36 months,6.62%,A,A2,"E-Z-GO, Textron",1 year,45000,Not Verified,11-Nov,Fully Paid,car,Car Loan,FL,,0,3315.960887,3000,315.96,0
15000,15000, 36 months,6.03%,A,A1,CleanPath,2 years,200000,Source Verified,11-Dec,Fully Paid,home_improvement,Viking Pool ,CA,,0,16435.16395,15000,1435.16,0
10200,10200, 36 months,12.42%,B,B4,,4 years,70000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation,CO,9,0,11376.13729,10200,1176.14,0
24000,24000, 36 months,11.71%,B,B3,Charlie Jones Inc.,9 years,85000,Verified,11-Dec,Fully Paid,credit_card,Loan 1,VA,,0,27336.73634,24000,3336.74,0
10250,10250, 36 months,14.65%,C,C3,"Raymar Plumbing Services, Inc",5 years,56000,Verified,11-Nov,Fully Paid,credit_card,Freedom,MD,,0,12728.30997,10250,2478.31,0
6100,6100, 60 months,13.49%,C,C1,Optima Communications Systems,3 years,42600,Source Verified,11-Dec,Fully Paid,debt_consolidation,God's Gift,NY,,0,8320.460006,6100,2220.46,0
24000,24000, 36 months,9.91%,B,B1,Soho house,2 years,130000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,NY,,0,27842.34916,24000,3842.35,0
6000,6000, 36 months,14.27%,C,C2,US Department of Veterans Affairs,1 year,54000,Source Verified,11-Nov,Fully Paid,debt_consolidation,Credit Card Payoff,VA,42,0,7100.719253,6000,1100.72,0
11000,11000, 36 months,9.91%,B,B1,Coastal Carolina University,3 years,58195,Source Verified,11-Dec,Fully Paid,debt_consolidation,Credit Consolidation,SC,,0,11876.61543,11000,876.62,0
9000,9000, 36 months,16.77%,D,D2,Merrill Gardens,5 years,32000,Verified,11-Nov,Fully Paid,other,Family Emergency Funds,CA,27,0,11257.71032,9000,2257.71,0
3000,3000, 36 months,12.69%,B,B5,Crossmark,2 years,20000,Verified,11-Dec,Fully Paid,other,Car Repair,CA,80,0,3623.92811,3000,623.93,0
2000,2000, 36 months,10.65%,B,B2,Follett Higher Education Group,4 years,14400,Not Verified,11-Nov,Fully Paid,debt_consolidation,Debt Consolidation,GA,,0,2345.24968,2000,345.25,0
13000,13000, 36 months,10.65%,B,B2,Whitley Penn LLP,4 years,72000,Not Verified,11-Nov,Fully Paid,debt_consolidation,Credit Card,TX,,0,14701.0787,13000,1701.08,0
21000,21000, 36 months,14.65%,C,C3,St. Paul's Episcopal Church,6 years,96000,Verified,11-Dec,Fully Paid,debt_consolidation,Personal,OR,13,0,25382.44607,21000,4382.45,0
15000,15000, 60 months,12.69%,B,B5,Mississippi Lime Company,5 years,26400,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,IL,,0,18345.51289,15000,3345.51,0
15000,15000, 36 months,16.77%,D,D2,Booz Allen Hamilton,4 years,104371.43,Verified,11-Nov,Fully Paid,debt_consolidation,DebtConslidation,VA,,0,19190.6704,15000,4190.67,0
5000,5000, 36 months,7.90%,A,A4,Housing Authority of Darlington,2 years,26000,Not Verified,11-Dec,Fully Paid,vacation,Christmas Loan,SC,,0,5498.304597,5000,498.3,0
10000,10000, 36 months,7.51%,A,A3,Coachella valley home health personel,5 years,45000,Source Verified,11-Dec,Fully Paid,other,Personal loan,CA,,0,11194.09219,10000,1194.09,0
30000,30000, 36 months,16.77%,D,D2,Superior Technical Resources,< 1 year,102000,Verified,11-Dec,Fully Paid,debt_consolidation,Debt Consolidation Loan,CA,,0,31670.11972,30000,1670.12,0
12000,12000, 36 months,14.65%,C,C3,Ricca Group,7 years,85000,Verified,11-Nov,Fully Paid,wedding,Wedding,PA,,0,12285.76918,12000,285.77,0
7200,7200, 36 months,8.90%,A,A5,"Roberts & Stevens, P.A.",9 years,37245,Not Verified,11-Nov,Fully Paid,debt_consolidation,Debt Consolidation,NC,68,0,8081.948336,7200,881.95,0
5500,5500, 36 months,6.03%,A,A1,Townsend Design,9 years,54960,Not Verified,11-Nov,Fully Paid,car,Cadillac Loan,CA,,0,6026.22007,5500,526.22,0
